userId,videoStartTime,videoEndTime,videoTotalTime,videoId,time
77136,336.19408,350.3496206896552,617,25318,2016-04-29T16:11:48.810Z
77136,350.3496206896552,358.534669,617,25318,2016-04-29T16:11:51.851Z
77136,358.534669,386.623192,617,25318,2016-04-29T16:11:54.804Z
77136,386.623192,424.666206,617,25318,2016-04-29T16:11:57.804Z
77136,424.666206,434.155977,617,25318,2016-04-29T16:12:00.804Z
77136,440.155977,450.323123,617,25318,2016-04-29T16:12:09.804Z
77136,450.323123,487.481416,617,25318,2016-04-29T16:12:12.848Z
77136,487.481416,535.488363,617,25318,2016-04-29T16:12:15.803Z
77136,535.488363,577.722985,617,25318,2016-04-29T16:12:18.804Z
77136,577.722985,615.733278,617,25318,2016-04-29T16:12:21.804Z
75464,66.581,51.07025862068966,238,25316,2016-04-29T16:12:22.890Z
78794,108.96,97.909245,414,25317,2016-04-29T16:16:51.925Z
78794,191.670245,180.390367,414,25317,2016-04-29T16:18:33.917Z
75590,425.938,389.573324,617,25318,2016-04-29T16:33:14.883Z
75590,389.573324,371.372631,617,25318,2016-04-29T16:33:17.884Z
78794,409.741,402.603,617,25318,2016-04-29T16:36:22.409Z
48400,0.818,144.866306,611,25313,2016-04-29T16:36:48.486Z
48400,144.866306,522.5558448275862,611,25313,2016-04-29T16:36:51.485Z
48400,522.5558448275862,576.038909,611,25313,2016-04-29T16:36:54.485Z
75590,614.073631,464.343295,617,25318,2016-04-29T16:37:23.886Z
75590,464.343295,350.027162,617,25318,2016-04-29T16:37:26.907Z
75590,350.027162,296.581068,617,25318,2016-04-29T16:37:29.889Z
75590,299.322068,161.183057,617,25318,2016-04-29T16:37:35.886Z
75590,161.183057,138.947799,617,25318,2016-04-29T16:37:38.886Z
75590,138.947799,92.764059,617,25318,2016-04-29T16:37:41.888Z
45392,35.483030319,95.6144844,213,25181,2016-04-29T16:41:30.790Z
45392,95.6144844,119.4417362,213,25181,2016-04-29T16:41:33.791Z
75464,51.991258,21.53104,238,25316,2016-04-29T16:58:50.002Z
75464,150.79104,144.33866,238,25316,2016-04-29T17:01:02.009Z
75464,144.33866,137.749356,238,25316,2016-04-29T17:01:05.017Z
75464,125.622,118.379705,414,25317,2016-04-29T17:13:16.897Z
75464,130.379705,118.445484,414,25317,2016-04-29T17:13:31.901Z
75464,131.819201,123.424988,414,25317,2016-04-29T17:13:55.901Z
75464,144.306988,132.88666,414,25317,2016-04-29T17:14:19.899Z
75464,186.88666,180.672367,414,25317,2016-04-29T17:15:16.903Z
75464,180.672367,169.991359,414,25317,2016-04-29T17:15:19.902Z
75464,169.991359,164.077297,414,25317,2016-04-29T17:15:22.910Z
75464,169.836297,157.163403,414,25317,2016-04-29T17:15:31.903Z
75464,28.361,5.100885,617,25318,2016-04-29T17:23:13.164Z
75464,23.340885,7.449327,617,25318,2016-04-29T17:23:34.165Z
75464,52.689327,41.999178,617,25318,2016-04-29T17:24:22.165Z
75464,95.998178,72.547143,617,25318,2016-04-29T17:25:19.178Z
75464,72.547143,51.38539,617,25318,2016-04-29T17:25:22.168Z
75464,105.40639,77.323307,617,25318,2016-04-29T17:26:19.170Z
75464,155.322307,138.808074,617,25318,2016-04-29T17:27:40.174Z
75464,240.809074,221.180316,617,25318,2016-04-29T17:29:25.178Z
75464,320.001316,300.521508,617,25318,2016-04-29T17:31:07.182Z
75464,417.541508,383.135864,617,25318,2016-04-29T17:33:07.188Z
75464,385.896864,378.932258,617,25318,2016-04-29T17:33:13.189Z
75464,496.173258,454.524008,617,25318,2016-04-29T17:35:13.197Z
75464,454.524008,476.476318,617,25318,2016-04-29T17:35:16.193Z
75464,603.036318,577.979264,617,25318,2016-04-29T17:40:13.204Z
78718,435.2545,413.16483045977014,617,25318,2016-04-29T17:47:50.006Z
78718,413.16483,392.8162413793103,617,25318,2016-04-29T17:47:55.993Z
76801,420.8,405.220617,617,25318,2016-04-29T18:51:13.559Z
76801,405.220617,398.558847,617,25318,2016-04-29T18:51:16.571Z
45896,230.81865,223.577276,611,25313,2016-04-29T23:15:16.741Z
45896,229.568047,223.693375,611,25313,2016-04-29T23:15:25.753Z
